TimeStamp,Track,DTC Footage
2021-09-01 09:42:36,2041,171
2021-09-01 09:42:38,2041,200
2021-09-01 09:42:40,2041,225
2021-09-01 09:42:42,2041,250
2021-09-01 09:42:44,2041,275
2021-09-01 09:42:46,2041,300
2021-09-01 09:42:48,2041,324
2021-09-01 09:42:50,2041,348
2021-09-01 09:42:52,2041,374
2021-09-01 09:42:54,2041,398
2021-09-01 09:42:56,2041,421
2021-09-01 09:42:58,2041,445
2021-09-01 09:43:00,2041,468
2021-09-01 09:43:02,2041,491
2021-09-01 09:43:04,2041,517
2021-09-01 09:43:06,2041,543
2021-09-01 09:43:08,2041,565
2021-09-01 09:43:10,2041,589
2021-09-01 09:43:12,2041,636
2021-09-01 09:43:14,2041,652
2021-09-01 09:43:16,2041,688
2021-09-01 09:43:18,2041,684
2021-09-01 09:43:20,2041,727
2021-09-01 09:43:22,2041,753
2021-09-01 09:43:24,2041,771
2021-09-01 09:43:26,2041,793
2021-09-01 09:43:28,2041,823
2021-09-01 09:43:30,2041,856
